#  E (eV)   dos(E)     Int dos(E) EFermi =   18.294 eV
  10.519  0.1110E-02  0.2901E-04
  10.520  0.1151E-02  0.3016E-04
  10.521  0.1194E-02  0.3136E-04
  10.522  0.1238E-02  0.3259E-04
  10.523  0.1283E-02  0.3388E-04
  10.524  0.1330E-02  0.3521E-04
  10.525  0.1379E-02  0.3659E-04
  10.526  0.1429E-02  0.3802E-04
  10.527  0.1481E-02  0.3950E-04
  10.528  0.1535E-02  0.4103E-04
  10.529  0.1590E-02  0.4262E-04
  10.530  0.1648E-02  0.4427E-04
  10.531  0.1707E-02  0.4598E-04
  10.532  0.1768E-02  0.4774E-04
  10.533  0.1831E-02  0.4958E-04
  10.534  0.1896E-02  0.5147E-04
  10.535  0.1964E-02  0.5344E-04
  10.536  0.2033E-02  0.5547E-04
  10.537  0.2105E-02  0.5757E-04
  10.538  0.2179E-02  0.5975E-04
  10.539  0.2255E-02  0.6201E-04
  10.540  0.2334E-02  0.6434E-04
  10.541  0.2415E-02  0.6676E-04
  10.542  0.2499E-02  0.6926E-04
  10.543  0.2586E-02  0.7184E-04
  10.544  0.2675E-02  0.7452E-04
  10.545  0.2767E-02  0.7729E-04
  10.546  0.2862E-02  0.8015E-04
  10.547  0.2960E-02  0.8311E-04
  10.548  0.3061E-02  0.8617E-04
  10.549  0.3166E-02  0.8934E-04
  10.550  0.3273E-02  0.9261E-04
  10.551  0.3383E-02  0.9599E-04
  10.552  0.3497E-02  0.9949E-04
  10.553  0.3615E-02  0.1031E-03
  10.554  0.3736E-02  0.1068E-03
  10.555  0.3861E-02  0.1107E-03
  10.556  0.3989E-02  0.1147E-03
  10.557  0.4121E-02  0.1188E-03
  10.558  0.4257E-02  0.1231E-03
  10.559  0.4398E-02  0.1275E-03
  10.560  0.4542E-02  0.1320E-03
  10.561  0.4691E-02  0.1367E-03
  10.562  0.4844E-02  0.1415E-03
  10.563  0.5001E-02  0.1465E-03
  10.564  0.5164E-02  0.1517E-03
  10.565  0.5330E-02  0.1570E-03
  10.566  0.5502E-02  0.1625E-03
  10.567  0.5679E-02  0.1682E-03
  10.568  0.5860E-02  0.1741E-03
  10.569  0.6047E-02  0.1801E-03
  10.570  0.6239E-02  0.1864E-03
  10.571  0.6437E-02  0.1928E-03
  10.572  0.6640E-02  0.1994E-03
  10.573  0.6849E-02  0.2063E-03
  10.574  0.7064E-02  0.2134E-03
  10.575  0.7285E-02  0.2206E-03
  10.576  0.7512E-02  0.2282E-03
  10.577  0.7745E-02  0.2359E-03
  10.578  0.7985E-02  0.2439E-03
  10.579  0.8231E-02  0.2521E-03
  10.580  0.8484E-02  0.2606E-03
  10.581  0.8744E-02  0.2693E-03
  10.582  0.9010E-02  0.2784E-03
  10.583  0.9284E-02  0.2876E-03
  10.584  0.9566E-02  0.2972E-03
  10.585  0.9855E-02  0.3071E-03
  10.586  0.1015E-01  0.3172E-03
  10.587  0.1046E-01  0.3277E-03
  10.588  0.1077E-01  0.3384E-03
  10.589  0.1109E-01  0.3495E-03
  10.590  0.1142E-01  0.3609E-03
  10.591  0.1176E-01  0.3727E-03
  10.592  0.1210E-01  0.3848E-03
  10.593  0.1246E-01  0.3973E-03
  10.594  0.1282E-01  0.4101E-03
  10.595  0.1320E-01  0.4233E-03
  10.596  0.1358E-01  0.4369E-03
  10.597  0.1397E-01  0.4508E-03
  10.598  0.1438E-01  0.4652E-03
  10.599  0.1479E-01  0.4800E-03
  10.600  0.1521E-01  0.4952E-03
  10.601  0.1565E-01  0.5109E-03
  10.602  0.1609E-01  0.5269E-03
  10.603  0.1655E-01  0.5435E-03
  10.604  0.1701E-01  0.5605E-03
  10.605  0.1749E-01  0.5780E-03
  10.606  0.1798E-01  0.5960E-03
  10.607  0.1848E-01  0.6145E-03
  10.608  0.1900E-01  0.6335E-03
  10.609  0.1953E-01  0.6530E-03
  10.610  0.2006E-01  0.6731E-03
  10.611  0.2062E-01  0.6937E-03
  10.612  0.2118E-01  0.7149E-03
  10.613  0.2176E-01  0.7366E-03
  10.614  0.2235E-01  0.7590E-03
  10.615  0.2295E-01  0.7819E-03
  10.616  0.2357E-01  0.8055E-03
  10.617  0.2421E-01  0.8297E-03
  10.618  0.2486E-01  0.8546E-03
  10.619  0.2552E-01  0.8801E-03
  10.620  0.2620E-01  0.9063E-03
  10.621  0.2689E-01  0.9332E-03
  10.622  0.2760E-01  0.9608E-03
  10.623  0.2832E-01  0.9891E-03
  10.624  0.2906E-01  0.1018E-02
  10.625  0.2982E-01  0.1048E-02
  10.626  0.3059E-01  0.1079E-02
  10.627  0.3138E-01  0.1110E-02
  10.628  0.3219E-01  0.1142E-02
  10.629  0.3302E-01  0.1175E-02
  10.630  0.3386E-01  0.1209E-02
  10.631  0.3472E-01  0.1244E-02
  10.632  0.3560E-01  0.1279E-02
  10.633  0.3650E-01  0.1316E-02
  10.634  0.3742E-01  0.1353E-02
  10.635  0.3835E-01  0.1392E-02
  10.636  0.3931E-01  0.1431E-02
  10.637  0.4028E-01  0.1471E-02
  10.638  0.4128E-01  0.1512E-02
  10.639  0.4230E-01  0.1555E-02
  10.640  0.4333E-01  0.1598E-02
  10.641  0.4439E-01  0.1642E-02
  10.642  0.4547E-01  0.1688E-02
  10.643  0.4657E-01  0.1735E-02
  10.644  0.4769E-01  0.1782E-02
  10.645  0.4884E-01  0.1831E-02
  10.646  0.5000E-01  0.1881E-02
  10.647  0.5119E-01  0.1932E-02
  10.648  0.5241E-01  0.1985E-02
  10.649  0.5364E-01  0.2038E-02
  10.650  0.5490E-01  0.2093E-02
  10.651  0.5619E-01  0.2149E-02
  10.652  0.5749E-01  0.2207E-02
  10.653  0.5883E-01  0.2266E-02
  10.654  0.6019E-01  0.2326E-02
  10.655  0.6157E-01  0.2387E-02
